Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
147.32.80.105-147.32.83.53-53-25217-17,147.32.83.53,25217,147.32.80.105,53,17,21/10/2013 09:14:17 AM,339,0,2,0.0,214.0,0,0,0,0,172.0,42.0,107.0,91.92388155425118,631268.4365781711,5899.705014749263,339.0,0.0,339.0,339.0,0,0,0,0,0,339.0,339.0,0.0,339.0,339.0,0,0,0,0,0,16,0.0,5899.705014749263,42.0,172.0,85.33333333333334,75.05553499465135,5633.333333333334,0,0,0,0,0,0,0,0,0.0,128.0,0.0,107.0,0,0,0,0,0,0,0,0,2,214,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-28804-17,147.32.83.53,28804,147.32.80.105,53,17,21/10/2013 07:55:52 AM,15827,0,2,0.0,175.0,0,0,0,0,141.0,34.0,87.5,75.66042558696059,11057.054400707651,126.36633600808744,15827.0,0.0,15827.0,15827.0,0,0,0,0,0,15827.0,15827.0,0.0,15827.0,15827.0,0,0,0,0,0,16,0.0,126.36633600808744,34.0,141.0,69.66666666666666,61.776478803289955,3816.333333333333,0,0,0,0,0,0,0,0,0.0,104.5,0.0,87.5,0,0,0,0,0,0,0,0,2,175,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-22066-17,147.32.83.53,22066,147.32.80.105,53,17,21/10/2013 08:16:51 AM,883659,0,2,0.0,194.0,0,0,0,0,160.0,34.0,97.0,89.09545442950498,219.5417010407861,2.2633165055751143,883659.0,0.0,883659.0,883659.0,0,0,0,0,0,883659.0,883659.0,0.0,883659.0,883659.0,0,0,0,0,0,16,0.0,2.2633165055751143,34.0,160.0,76.0,72.74613391789285,5292.0,0,0,0,0,0,0,0,0,0.0,114.0,0.0,97.0,0,0,0,0,0,0,0,0,2,194,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-56168-17,147.32.83.53,56168,147.32.80.105,53,17,21/10/2013 09:51:23 AM,569,0,2,0.0,442.0,0,0,0,0,409.0,33.0,221.0,265.87214972614186,776801.4059753955,3514.9384885764503,569.0,0.0,569.0,569.0,0,0,0,0,0,569.0,569.0,0.0,569.0,569.0,0,0,0,0,0,16,0.0,3514.9384885764503,33.0,409.0,158.33333333333331,217.08370121529927,47125.33333333333,0,0,0,0,0,0,0,0,0.0,237.5,0.0,221.0,0,0,0,0,0,0,0,0,2,442,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-57928-17,147.32.83.53,57928,147.32.80.105,53,17,21/10/2013 07:56:35 AM,495,0,2,0.0,120.0,0,0,0,0,85.0,35.0,60.0,35.35533905932738,242424.24242424243,4040.4040404040406,495.0,0.0,495.0,495.0,0,0,0,0,0,495.0,495.0,0.0,495.0,495.0,0,0,0,0,0,16,0.0,4040.4040404040406,35.0,85.0,51.66666666666667,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,0.0,77.5,0.0,60.0,0,0,0,0,0,0,0,0,2,120,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-41583-17,147.32.83.53,41583,147.32.80.105,53,17,21/10/2013 08:05:11 AM,103869,0,2,0.0,403.0,0,0,0,0,360.0,43.0,201.5,224.15284963613556,3879.8871655643165,19.255023154165343,103869.0,0.0,103869.0,103869.0,0,0,0,0,0,103869.0,103869.0,0.0,103869.0,103869.0,0,0,0,0,0,16,0.0,19.255023154165343,43.0,360.0,148.66666666666669,183.02003533311137,33496.333333333336,0,0,0,0,0,0,0,0,0.0,223.0,0.0,201.5,0,0,0,0,0,0,0,0,2,403,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-14044-17,147.32.83.53,14044,147.32.80.105,53,17,21/10/2013 09:23:45 AM,39406,0,2,0.0,194.0,0,0,0,0,160.0,34.0,97.0,89.09545442950498,4923.108156118358,50.753692331117094,39406.0,0.0,39406.0,39406.0,0,0,0,0,0,39406.0,39406.0,0.0,39406.0,39406.0,0,0,0,0,0,16,0.0,50.753692331117094,34.0,160.0,76.0,72.74613391789285,5292.0,0,0,0,0,0,0,0,0,0.0,114.0,0.0,97.0,0,0,0,0,0,0,0,0,2,194,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-24751-17,147.32.83.53,24751,147.32.80.105,53,17,21/10/2013 08:05:19 AM,118294,0,2,0.0,264.0,0,0,0,0,236.0,28.0,132.0,147.07821048680188,2231.7277292170356,16.90702825164421,118294.0,0.0,118294.0,118294.0,0,0,0,0,0,118294.0,118294.0,0.0,118294.0,118294.0,0,0,0,0,0,16,0.0,16.90702825164421,28.0,236.0,97.33333333333333,120.08885599144216,14421.333333333332,0,0,0,0,0,0,0,0,0.0,146.0,0.0,132.0,0,0,0,0,0,0,0,0,2,264,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-56844-17,147.32.83.53,56844,147.32.80.105,53,17,21/10/2013 08:05:08 AM,20361,0,2,0.0,438.0,0,0,0,0,400.0,38.0,219.0,255.9726547895302,21511.71357006041,98.22700260301556,20361.0,0.0,20361.0,20361.0,0,0,0,0,0,20361.0,20361.0,0.0,20361.0,20361.0,0,0,0,0,0,16,0.0,98.22700260301556,38.0,400.0,158.66666666666669,209.00079744664453,43681.333333333336,0,0,0,0,0,0,0,0,0.0,238.0,0.0,219.0,0,0,0,0,0,0,0,0,2,438,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.9-147.32.83.53-53-24629-17,147.32.83.53,24629,147.32.80.9,53,17,21/10/2013 10:08:42 AM,1114630,0,2,0.0,225.0,0,0,0,0,193.0,32.0,112.5,113.84419177103415,201.86070714048608,1.7943173968043207,1114630.0,0.0,1114630.0,1114630.0,0,0,0,0,0,1114630.0,1114630.0,0.0,1114630.0,1114630.0,0,0,0,0,0,16,0.0,1.7943173968043207,32.0,193.0,85.66666666666666,92.95339333952974,8640.333333333332,0,0,0,0,0,0,0,0,0.0,128.5,0.0,112.5,0,0,0,0,0,0,0,0,2,225,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-18314-17,147.32.83.53,18314,147.32.80.105,53,17,21/10/2013 09:07:35 AM,11505,0,2,0.0,221.0,0,0,0,0,188.0,33.0,110.5,109.60155108391487,19209.0395480226,173.8374619730552,11505.0,0.0,11505.0,11505.0,0,0,0,0,0,11505.0,11505.0,0.0,11505.0,11505.0,0,0,0,0,0,16,0.0,173.8374619730552,33.0,188.0,84.66666666666666,89.48929172439199,8008.333333333333,0,0,0,0,0,0,0,0,0.0,127.0,0.0,110.5,0,0,0,0,0,0,0,0,2,221,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-6667-17,147.32.83.53,6667,147.32.80.105,53,17,21/10/2013 09:14:17 AM,287,0,2,0.0,222.0,0,0,0,0,176.0,46.0,111.0,91.92388155425118,773519.1637630663,6968.641114982579,287.0,0.0,287.0,287.0,0,0,0,0,0,287.0,287.0,0.0,287.0,287.0,0,0,0,0,0,16,0.0,6968.641114982579,46.0,176.0,89.33333333333334,75.05553499465135,5633.333333333334,0,0,0,0,0,0,0,0,0.0,134.0,0.0,111.0,0,0,0,0,0,0,0,0,2,222,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-21565-17,147.32.83.53,21565,147.32.80.105,53,17,21/10/2013 08:13:13 AM,43261,0,2,0.0,194.0,0,0,0,0,160.0,34.0,97.0,89.09545442950498,4484.408589722845,46.231016388895306,43261.0,0.0,43261.0,43261.0,0,0,0,0,0,43261.0,43261.0,0.0,43261.0,43261.0,0,0,0,0,0,16,0.0,46.231016388895306,34.0,160.0,76.0,72.74613391789285,5292.0,0,0,0,0,0,0,0,0,0.0,114.0,0.0,97.0,0,0,0,0,0,0,0,0,2,194,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-52963-17,147.32.83.53,52963,147.32.80.105,53,17,21/10/2013 08:05:10 AM,617,0,2,0.0,504.0,0,0,0,0,462.0,42.0,252.0,296.98484809834997,816855.7536466775,3241.4910858995136,617.0,0.0,617.0,617.0,0,0,0,0,0,617.0,617.0,0.0,617.0,617.0,0,0,0,0,0,16,0.0,3241.4910858995136,42.0,462.0,182.0,242.4871130596428,58800.0,0,0,0,0,0,0,0,0,0.0,273.0,0.0,252.0,0,0,0,0,0,0,0,0,2,504,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-62799-17,147.32.83.53,62799,147.32.80.105,53,17,21/10/2013 09:14:17 AM,361,0,2,0.0,218.0,0,0,0,0,174.0,44.0,109.0,91.92388155425118,603878.1163434903,5540.16620498615,361.0,0.0,361.0,361.0,0,0,0,0,0,361.0,361.0,0.0,361.0,361.0,0,0,0,0,0,16,0.0,5540.16620498615,44.0,174.0,87.33333333333334,75.05553499465135,5633.333333333334,0,0,0,0,0,0,0,0,0.0,131.0,0.0,109.0,0,0,0,0,0,0,0,0,2,218,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-39991-17,147.32.83.53,39991,147.32.80.105,53,17,21/10/2013 10:37:14 AM,235310,0,2,0.0,481.0,0,0,0,0,449.0,32.0,240.5,294.8635277547903,2044.1120224384854,8.49942628872551,235310.0,0.0,235310.0,235310.0,0,0,0,0,0,235310.0,235310.0,0.0,235310.0,235310.0,0,0,0,0,0,16,0.0,8.49942628872551,32.0,449.0,171.0,240.75506225207394,57963.0,0,0,0,0,0,0,0,0,0.0,256.5,0.0,240.5,0,0,0,0,0,0,0,0,2,481,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-55414-17,147.32.83.53,55414,147.32.80.105,53,17,21/10/2013 11:14:27 AM,345,0,2,0.0,129.0,0,0,0,0,102.0,27.0,64.5,53.033008588991066,373913.04347826086,5797.101449275363,345.0,0.0,345.0,345.0,0,0,0,0,0,345.0,345.0,0.0,345.0,345.0,0,0,0,0,0,16,0.0,5797.101449275363,27.0,102.0,52.0,43.30127018922193,1875.0,0,0,0,0,0,0,0,0,0.0,78.0,0.0,64.5,0,0,0,0,0,0,0,0,2,129,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-42725-17,147.32.83.53,42725,147.32.80.105,53,17,21/10/2013 10:08:41 AM,16048,0,2,0.0,175.0,0,0,0,0,141.0,34.0,87.5,75.66042558696059,10904.785643070787,124.62612163509472,16048.0,0.0,16048.0,16048.0,0,0,0,0,0,16048.0,16048.0,0.0,16048.0,16048.0,0,0,0,0,0,16,0.0,124.62612163509472,34.0,141.0,69.66666666666666,61.776478803289955,3816.333333333333,0,0,0,0,0,0,0,0,0.0,104.5,0.0,87.5,0,0,0,0,0,0,0,0,2,175,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-41239-17,147.32.83.53,41239,147.32.80.105,53,17,21/10/2013 08:08:34 AM,61430,0,2,0.0,190.0,0,0,0,0,152.0,38.0,95.0,80.61017305526642,3092.9513267133325,32.557382386456126,61430.0,0.0,61430.0,61430.0,0,0,0,0,0,61430.0,61430.0,0.0,61430.0,61430.0,0,0,0,0,0,16,0.0,32.557382386456126,38.0,152.0,76.0,65.81793068761733,4332.0,0,0,0,0,0,0,0,0,0.0,114.0,0.0,95.0,0,0,0,0,0,0,0,0,2,190,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-31793-17,147.32.83.53,31793,147.32.80.105,53,17,21/10/2013 09:14:16 AM,37747,0,2,0.0,220.0,0,0,0,0,190.0,30.0,110.0,113.13708498984761,5828.277743926669,52.984343126606085,37747.0,0.0,37747.0,37747.0,0,0,0,0,0,37747.0,37747.0,0.0,37747.0,37747.0,0,0,0,0,0,16,0.0,52.984343126606085,30.0,190.0,83.33333333333334,92.37604307034013,8533.333333333334,0,0,0,0,0,0,0,0,0.0,125.0,0.0,110.0,0,0,0,0,0,0,0,0,2,220,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-1184-17,147.32.83.53,1184,147.32.80.105,53,17,21/10/2013 07:52:39 AM,53713,0,2,0.0,187.0,0,0,0,0,151.0,36.0,93.5,81.31727983645297,3481.4663116936313,37.23493381490515,53713.0,0.0,53713.0,53713.0,0,0,0,0,0,53713.0,53713.0,0.0,53713.0,53713.0,0,0,0,0,0,16,0.0,37.23493381490515,36.0,151.0,74.33333333333334,66.39528095680697,4408.333333333334,0,0,0,0,0,0,0,0,0.0,111.5,0.0,93.5,0,0,0,0,0,0,0,0,2,187,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-3056-17,147.32.83.53,3056,147.32.80.105,53,17,21/10/2013 10:08:41 AM,619,0,2,0.0,251.0,0,0,0,0,214.0,37.0,125.5,125.15790027001891,405492.7302100162,3231.0177705977385,619.0,0.0,619.0,619.0,0,0,0,0,0,619.0,619.0,0.0,619.0,619.0,0,0,0,0,0,16,0.0,3231.0177705977385,37.0,214.0,96.0,102.19099764656376,10443.0,0,0,0,0,0,0,0,0,0.0,144.0,0.0,125.5,0,0,0,0,0,0,0,0,2,251,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-14136-17,147.32.83.53,14136,147.32.80.105,53,17,21/10/2013 08:37:47 AM,10337,0,2,0.0,264.0,0,0,0,0,229.0,35.0,132.0,137.17871555019022,25539.324755731835,193.47973299796845,10337.0,0.0,10337.0,10337.0,0,0,0,0,0,10337.0,10337.0,0.0,10337.0,10337.0,0,0,0,0,0,16,0.0,193.47973299796845,35.0,229.0,99.66666666666667,112.0059522227874,12545.333333333334,0,0,0,0,0,0,0,0,0.0,149.5,0.0,132.0,0,0,0,0,0,0,0,0,2,264,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-3411-17,147.32.83.53,3411,147.32.80.105,53,17,21/10/2013 09:06:41 AM,20912,0,2,0.0,432.0,0,0,0,0,398.0,34.0,216.0,257.3868683519033,20657.995409334355,95.63886763580719,20912.0,0.0,20912.0,20912.0,0,0,0,0,0,20912.0,20912.0,0.0,20912.0,20912.0,0,0,0,0,0,16,0.0,95.63886763580719,34.0,398.0,155.33333333333331,210.15549798502377,44165.33333333333,0,0,0,0,0,0,0,0,0.0,233.0,0.0,216.0,0,0,0,0,0,0,0,0,2,432,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-6907-17,147.32.83.53,6907,147.32.80.105,53,17,21/10/2013 11:44:46 AM,20753,0,2,0.0,308.0,0,0,0,0,255.0,53.0,154.0,142.8355697996826,14841.227774297691,96.37160892401099,20753.0,0.0,20753.0,20753.0,0,0,0,0,0,20753.0,20753.0,0.0,20753.0,20753.0,0,0,0,0,0,16,0.0,96.37160892401099,53.0,255.0,120.33333333333333,116.6247543763044,13601.333333333332,0,0,0,0,0,0,0,0,0.0,180.5,0.0,154.0,0,0,0,0,0,0,0,0,2,308,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-7338-17,147.32.83.53,7338,147.32.80.105,53,17,21/10/2013 09:14:00 AM,20810,0,2,0.0,432.0,0,0,0,0,398.0,34.0,216.0,257.3868683519033,20759.250360403654,96.10764055742432,20810.0,0.0,20810.0,20810.0,0,0,0,0,0,20810.0,20810.0,0.0,20810.0,20810.0,0,0,0,0,0,16,0.0,96.10764055742432,34.0,398.0,155.33333333333331,210.15549798502377,44165.33333333333,0,0,0,0,0,0,0,0,0.0,233.0,0.0,216.0,0,0,0,0,0,0,0,0,2,432,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-52732-17,147.32.83.53,52732,147.32.80.105,53,17,21/10/2013 09:09:00 AM,391,0,2,0.0,221.0,0,0,0,0,188.0,33.0,110.5,109.60155108391487,565217.3913043478,5115.089514066496,391.0,0.0,391.0,391.0,0,0,0,0,0,391.0,391.0,0.0,391.0,391.0,0,0,0,0,0,16,0.0,5115.089514066496,33.0,188.0,84.66666666666666,89.48929172439199,8008.333333333333,0,0,0,0,0,0,0,0,0.0,127.0,0.0,110.5,0,0,0,0,0,0,0,0,2,221,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-25310-17,147.32.83.53,25310,147.32.80.105,53,17,21/10/2013 08:18:06 AM,108589,0,2,0.0,184.0,0,0,0,0,149.0,35.0,92.0,80.61017305526642,1694.4626067097036,18.418071812061996,108589.0,0.0,108589.0,108589.0,0,0,0,0,0,108589.0,108589.0,0.0,108589.0,108589.0,0,0,0,0,0,16,0.0,18.418071812061996,35.0,149.0,73.0,65.81793068761733,4332.0,0,0,0,0,0,0,0,0,0.0,109.5,0.0,92.0,0,0,0,0,0,0,0,0,2,184,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
147.32.80.105-147.32.83.53-53-52287-17,147.32.83.53,52287,147.32.80.105,53,17,21/10/2013 11:44:47 AM,71396,0,2,0.0,157.0,0,0,0,0,124.0,33.0,78.5,64.34671708797582,2199.0027452518348,28.012773824864137,71396.0,0.0,71396.0,71396.0,0,0,0,0,0,71396.0,71396.0,0.0,71396.0,71396.0,0,0,0,0,0,16,0.0,28.012773824864137,33.0,124.0,63.33333333333333,52.53887449625594,2760.333333333333,0,0,0,0,0,0,0,0,0.0,95.0,0.0,78.5,0,0,0,0,0,0,0,0,2,157,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
